Antecedents,Consequents,Support,Confidence,Lift,Clinical Pattern Observation
"Med_Insulin_Prescribed, Diag1_Other, DiabetesMed_Yes",High_Lab_Procedures (>=50),0.0385,0.4375,1.1076,"Encounters with 'Med_Insulin_Prescribed, Diag1_Other, DiabetesMed_Yes' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.11x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glyburide_Prescribed",Med_Insulin_Prescribed,0.0415,0.5685,1.1071,"Encounters with 'Med_Change_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.11x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed",Med_Insulin_Prescribed,0.0415,0.5685,1.1071,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.11x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glyburide_Prescribed","Med_Insulin_Prescribed, DiabetesMed_Yes",0.0415,0.5685,1.1071,"Encounters with 'Med_Change_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes' (Lift: 1.11x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, Readmitted_30d",High_Lab_Procedures (>=50),0.0295,0.437,1.1064,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, Readmitted_30d' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.11x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days)",Diag1_Circulatory,0.0365,0.3202,1.106,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory' (Lift: 1.11x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)",Diag1_Circulatory,0.0365,0.3202,1.106,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory' (Lift: 1.11x baseline). Note: Association does not imply causation."
Diag1_Circulatory,"Med_Change_Yes, Stay_Long (>=7 days)",0.0365,0.1261,1.106,"Encounters with 'Diag1_Circulatory' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days)' (Lift: 1.11x baseline). Note: Association does not imply causation."
Diag1_Circulatory,"Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)",0.0365,0.1261,1.106,"Encounters with 'Diag1_Circulatory' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 1.11x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days), High_Lab_Procedures (>=50)",Readmitted_30d,0.02,0.1852,1.1056,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days), High_Lab_Procedures (>=50)' frequently exhibit 'Readmitted_30d' (Lift: 1.11x baseline). Note: Association does not imply causation."
Readmitted_30d,"DiabetesMed_Yes, Stay_Long (>=7 days), High_Lab_Procedures (>=50)",0.02,0.1194,1.1056,"Encounters with 'Readmitted_30d' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days), High_Lab_Procedures (>=50)' (Lift: 1.11x baseline). Note: Association does not imply causation."
Diag1_Injury,Admission_Emergency,0.0435,0.5918,1.1052,Encounters with 'Diag1_Injury' frequently exhibit 'Admission_Emergency' (Lift: 1.11x baseline). Note: Association does not imply causation.
"A1C_High (>7/8), DiabetesMed_Yes",Admission_Emergency,0.063,0.5915,1.1047,"Encounters with 'A1C_High (>7/8), DiabetesMed_Yes' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
Admission_Emergency,"A1C_High (>7/8), DiabetesMed_Yes",0.063,0.1176,1.1047,"Encounters with 'Admission_Emergency' frequently exhibit 'A1C_High (>7/8), DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50)",Admission_Emergency,0.1115,0.5915,1.1046,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",Admission_Emergency,0.1115,0.5915,1.1046,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
Admission_Emergency,"Med_Change_Yes, High_Lab_Procedures (>=50)",0.1115,0.2082,1.1046,"Encounters with 'Admission_Emergency' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 1.10x baseline). Note: Association does not imply causation."
Admission_Emergency,"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.1115,0.2082,1.1046,"Encounters with 'Admission_Emergency' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Stay_Long (>=7 days)","Admission_Emergency, DiabetesMed_Yes",0.0285,0.4351,1.1044,"Encounters with 'Diag1_Circulatory, Stay_Long (>=7 days)' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, High_Prior_Utilization",DiabetesMed_Yes,0.027,0.8182,1.1042,"Encounters with 'Diag1_Circulatory, High_Prior_Utilization' frequently exhibit 'DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Admission_Emergency, Diag1_Other","Med_Insulin_Prescribed, High_Lab_Procedures (>=50)",0.021,0.2456,1.1039,"Encounters with 'Admission_Emergency, Diag1_Other' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Admission_Emergency, Diag1_Other","Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.021,0.2456,1.1039,"Encounters with 'Admission_Emergency, Diag1_Other' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Pioglitazone_Prescribed","Admission_Emergency, DiabetesMed_Yes",0.025,0.4348,1.1035,"Encounters with 'Med_Change_Yes, Med_Pioglitazone_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",Admission_Emergency,0.091,0.5909,1.1035,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",Admission_Emergency,0.091,0.5909,1.1035,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",Admission_Emergency,0.026,0.5909,1.1035,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, Med_Insulin_Prescribed, High_Lab_Procedures (>=50), DiabetesMed_Yes",Admission_Emergency,0.026,0.5909,1.1035,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, Med_Insulin_Prescribed, High_Lab_Procedures (>=50), DiabetesMed_Yes' frequently exhibit 'Admission_Emergency' (Lift: 1.10x baseline). Note: Association does not imply causation."
Admission_Emergency,"Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.091,0.1699,1.1035,"Encounters with 'Admission_Emergency' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
Admission_Emergency,"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.091,0.1699,1.1035,"Encounters with 'Admission_Emergency' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
Diag1_Other,"A1C_High (>7/8), DiabetesMed_Yes",0.0205,0.1175,1.1031,"Encounters with 'Diag1_Other' frequently exhibit 'A1C_High (>7/8), DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"A1C_High (>7/8), DiabetesMed_Yes",Diag1_Other,0.0205,0.1925,1.1031,"Encounters with 'A1C_High (>7/8), DiabetesMed_Yes' frequently exhibit 'Diag1_Other' (Lift: 1.10x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), High_Prior_Utilization","Admission_Emergency, DiabetesMed_Yes",0.0215,0.4343,1.1024,"Encounters with 'High_Lab_Procedures (>=50), High_Prior_Utilization' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Diag1_Circulatory",Readmitted_30d,0.0275,0.1846,1.1019,"Encounters with 'Med_Insulin_Prescribed, Diag1_Circulatory' frequently exhibit 'Readmitted_30d' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory",Readmitted_30d,0.0275,0.1846,1.1019,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory' frequently exhibit 'Readmitted_30d' (Lift: 1.10x baseline). Note: Association does not imply causation."
Readmitted_30d,"Med_Insulin_Prescribed, Diag1_Circulatory",0.0275,0.1642,1.1019,"Encounters with 'Readmitted_30d' frequently exhibit 'Med_Insulin_Prescribed, Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
Readmitted_30d,"Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory",0.0275,0.1642,1.1019,"Encounters with 'Readmitted_30d' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
Diag1_Respiratory,"High_Lab_Procedures (>=50), Stay_Long (>=7 days)",0.02,0.1504,1.1017,"Encounters with 'Diag1_Respiratory' frequently exhibit 'High_Lab_Procedures (>=50), Stay_Long (>=7 days)' (Lift: 1.10x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Stay_Long (>=7 days)",Diag1_Respiratory,0.02,0.1465,1.1017,"Encounters with 'High_Lab_Procedures (>=50), Stay_Long (>=7 days)' frequently exhibit 'Diag1_Respiratory' (Lift: 1.10x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Stay_Long (>=7 days)",Diag1_Circulatory,0.0435,0.3187,1.1008,"Encounters with 'High_Lab_Procedures (>=50), Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
Diag1_Circulatory,"High_Lab_Procedures (>=50), Stay_Long (>=7 days)",0.0435,0.1503,1.1008,"Encounters with 'Diag1_Circulatory' frequently exhibit 'High_Lab_Procedures (>=50), Stay_Long (>=7 days)' (Lift: 1.10x baseline). Note: Association does not imply causation."
Stay_Long (>=7 days),Med_Insulin_Prescribed,0.1265,0.5647,1.0998,Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation.
Stay_Long (>=7 days),"Med_Insulin_Prescribed, DiabetesMed_Yes",0.1265,0.5647,1.0998,"Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
Med_Insulin_Prescribed,Stay_Long (>=7 days),0.1265,0.2463,1.0998,Encounters with 'Med_Insulin_Prescribed' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 1.10x baseline). Note: Association does not imply causation.
"Med_Insulin_Prescribed, DiabetesMed_Yes",Stay_Long (>=7 days),0.1265,0.2463,1.0998,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 1.10x baseline). Note: Association does not imply causation."
High_Prior_Utilization,Med_Insulin_Prescribed,0.072,0.5647,1.0997,Encounters with 'High_Prior_Utilization' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation.
High_Prior_Utilization,"Med_Insulin_Prescribed, DiabetesMed_Yes",0.072,0.5647,1.0997,"Encounters with 'High_Prior_Utilization' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
Med_Insulin_Prescribed,High_Prior_Utilization,0.072,0.1402,1.0997,Encounters with 'Med_Insulin_Prescribed' frequently exhibit 'High_Prior_Utilization' (Lift: 1.10x baseline). Note: Association does not imply causation.
"Med_Insulin_Prescribed, DiabetesMed_Yes",High_Prior_Utilization,0.072,0.1402,1.0997,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes' frequently exhibit 'High_Prior_Utilization' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glyburide_Prescribed","Admission_Emergency, Med_Insulin_Prescribed",0.0225,0.3082,1.0988,"Encounters with 'Med_Change_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Admission_Emergency, Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed","Admission_Emergency, Med_Insulin_Prescribed",0.0225,0.3082,1.0988,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Admission_Emergency, Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glyburide_Prescribed","Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed",0.0225,0.3082,1.0988,"Encounters with 'Med_Change_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Diag1_Digestive",Med_Change_Yes,0.0315,0.4884,1.0987,"Encounters with 'DiabetesMed_Yes, Diag1_Digestive' frequently exhibit 'Med_Change_Yes' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Diag1_Circulatory",Med_Metformin_Prescribed,0.0315,0.2114,1.0982,"Encounters with 'Med_Insulin_Prescribed, Diag1_Circulatory' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory",Med_Metformin_Prescribed,0.0315,0.2114,1.0982,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Diag1_Circulatory","DiabetesMed_Yes, Med_Metformin_Prescribed",0.0315,0.2114,1.0982,"Encounters with 'Med_Insulin_Prescribed, Diag1_Circulatory' frequently exhibit 'DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Insulin_Prescribed, Diag1_Circulatory",0.0315,0.1636,1.0982,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Insulin_Prescribed, Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Med_Metformin_Prescribed","Med_Insulin_Prescribed, Diag1_Circulatory",0.0315,0.1636,1.0982,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Med_Insulin_Prescribed, Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory",0.0315,0.1636,1.0982,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","Med_Change_Yes, Med_Metformin_Prescribed",0.0245,0.1763,1.0982,"Encounters with 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Metformin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","Med_Change_Yes, Med_Metformin_Prescribed",0.0245,0.1763,1.0982,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Metformin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed",0.0245,0.1763,1.0982,"Encounters with 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Metformin_Prescribed","Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.0245,0.1526,1.0982,"Encounters with 'Med_Change_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed","Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.0245,0.1526,1.0982,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Metformin_Prescribed","Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.0245,0.1526,1.0982,"Encounters with 'Med_Change_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Metformin_Prescribed",Diag1_Circulatory,0.051,0.3178,1.0976,"Encounters with 'Med_Change_Yes, Med_Metformin_Prescribed' frequently exhibit 'Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed",Diag1_Circulatory,0.051,0.3178,1.0976,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Diag1_Circulatory' (Lift: 1.10x baseline). Note: Association does not imply causation."
